feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,quality
4.87617831786904,9.303628181755878,3.2645789488783272,3.4175966671917313,0.5251893962951937,0.5849482013597695,6.038050152107517,4.70162848800366,2.6163898284389884,6.711221702936601,8.38217552002593,5.255940552040088
7.179158893165062,4.834847865595834,0.7444357045739025,9.583888028525049,7.4187555218397545,6.17290349193643,1.9695461753681676,1.2243810378423858,5.434000708738295,2.437111303538165,5.898699975355672,4.627758210038984
9.971255503143862,1.950248693898513,7.115407902302886,3.0001645564605317,4.074238052132766,8.04107982223955,9.769848048399531,1.4472335652644086,2.6159222913191806,6.5070008691138534,0.7010727299555242,3.939896988998474
6.933014085537246,3.751278024154626,4.62380252520767,0.018512252647409078,6.591609996493764,5.985064131409703,4.85445515305336,3.269640293737379,8.449200983859182,0.9796325170255715,0.14210503564908494,4.415023592700121
9.200376100343053,3.4220812125394193,3.917177280385895,7.863683732220283,7.226787659758719,0.4446818057811719,7.245371141381848,9.950253951214597,5.557851677464364,1.8582151317805462,4.411473170520957,6.541680512958254
0.886456554553533,2.248723691755261,1.247676983449434,5.826948064035918,3.3016126577483087,4.747307258246751,3.669290716935495,2.2430821079340735,0.7568002463685664,1.949110904032677,1.2141023096818337,1.8728607784194238
4.957773920468023,2.434837228191009,4.035381131967426,1.2465948223332457,6.939413009113098,2.0857616023287173,9.05637110560518,0.35642393629685465,8.889366456484924,1.987904528649047,5.87859927091505,4.6277769769184
5.82778359190527,4.531468750925015,1.9052768583808777,7.586244269376758,1.7987470753202417,1.957514220837555,7.242822776496483,2.099876983612976,6.1014133806184745,1.558161162133609,5.677594987300231,4.53655568408541
3.4942898264621647,1.8615485501425022,9.911507862283077,1.503489744280746,4.567157553997905,1.3771052162515918,0.6402815330057798,3.308474623753328,8.23384489844559,0.5254965278728541,7.705716621805666,5.277020936303845
2.939062349256305,2.5947541326285983,4.394868073911272,2.4929877062296435,5.8165402850018495,3.8640511573069745,9.853117426021232,3.6352111471729387,4.569996636471661,6.968079415859242,1.1521162456345646,3.471349536711961
1.115917413771711,8.254246256567498,2.5324755742414986,5.273655447108046,7.6355841526868335,0.8893777748938669,0.8087926136051726,7.15263105705664,3.8978915064334982,6.659687453364591,3.0693643796158767,4.382825149690339
2.5352158246253964,9.789408484330197,0.17264167466875868,0.7231197172922654,5.243985368072844,2.4371517222751238,2.2572265862282945,3.590583872277352,0.23493066233891136,6.89445398753043,8.451068174761874,4.272329569669571
9.76312869113949,0.5385684543114722,9.597194059122085,9.687337577188623,2.3286854798232515,6.670815982192034,0.8589812775759631,0.4227634779791456,8.491659889986055,9.253215705907671,5.038025805400286,5.294841408446742
2.923214287929141,1.1993550021592647,3.1565078307086636,6.065193285242545,4.819106340480825,8.475787072256797,5.155638114434594,3.056198837237737,4.8517227367804105,4.675918149280349,0.8542516759725627,4.120194426502942
8.390921197290425,8.363138414973601,4.596548074819471,4.045840678561769,5.208552859018112,2.9284605562508705,9.287281717642523,1.4185233403909958,3.7394666214460406,4.405031209259075,0.41742271894121386,3.908660051519146
9.651744153561964,4.827744106505825,8.63010607103308,6.539784436524975,4.862298776972328,5.389783257344343,5.946338897655496,5.36132986402344,6.067237905026387,7.211427820830903,6.634750823737436,7.026768060912993
1.8046180581775828,2.28584256020542,0.9670569114668548,6.308992100068119,7.910414209951627,7.334901533287468,2.527533231227191,9.775272042421197,8.55278834751086,7.703968032167214,8.781583223588946,8.245954089423458
8.620159174828261,4.161687434468791,9.816293929497458,3.9098636157018296,0.3611301716341664,0.3018973505146527,7.953256553903012,5.777616772748521,2.6686263355457553,9.970832881592983,3.9121398984968705,4.380251861264849
8.724774735609648,6.027208012049881,2.0675563915287167,7.153624377911713,7.8012711013582505,8.57271247625254,4.181314259391893,4.137463979820528,0.6219761087736553,3.798074599551693,0.14197370354517624,3.930641742672744
9.038250703491263,2.5545000031358214,2.9803564743568556,1.2270183658886258,7.039469473096886,7.762340032545785,4.792487668294609,2.727828840544262,0.07821662133620344,1.5739431298652395,3.3141633076686263,3.608768465930402
0.3500120170531229,0.9770442677512692,8.818192991125963,9.890999875447182,6.152980479369426,4.035931150261679,6.209172300766532,1.4668137284348204,9.340227382068502,5.202527948182406,5.447144908981531,4.619113162190629
2.1924632811919498,3.8142286318734664,5.009668396065474,6.05286275307317,7.422858380913855,1.9012474246604316,7.417303153979656,8.900613775911062,2.119405820721798,7.926804532026627,3.2959201891531995,5.293420444405452
2.8216036589348703,5.028958771351965,8.623061413918522,9.258266996739835,7.298718825736876,5.269350134609151,5.035858123283643,5.5723845011344295,7.3907702975352585,4.220748854075617,0.28672507482870535,5.194520449332077
8.807753750855365,3.58457484798694,3.389442196660064,6.402240149802738,0.11710553605693286,1.2059314796999232,9.070733887976262,5.445349740558299,1.343136208944672,1.7250807223978537,0.6584369722680417,4.007445784957926
4.693978833368813,5.423723185967918,0.7470634551751443,9.520348987712854,7.535176508094046,2.8978724307448034,6.749118420833295,4.371123036964519,6.720082530791523,5.508530954315875,1.4001728503138655,5.412239163084268
1.7564152497676888,9.845167991548502,5.800869276841159,2.5494895377402615,7.2953576524305275,2.467188923148579,5.096729478212611,2.919204555483871,0.3832105847262024,0.5747023036702326,0.7014151188380169,3.578812747344041
9.509890731638468,0.059764969424813685,4.227804609977549,8.678977599730782,2.9636449787465113,8.15430525760515,2.4589387972856147,5.1006803999484855,2.6291593655821655,5.471488337443022,3.7177350215138905,5.330431200907119
5.3177483616338606,6.110273380522184,1.2836027313383358,8.554644731719552,0.9046810376699177,3.5289933421804864,1.0157998411137847,8.847669228988682,5.524524539741624,9.186444277557813,1.965611424671253,4.6357296932170176
0.16989140931968794,1.3625109745281727,0.19890372604044249,0.1569114161154428,0.018075798467597215,7.797994345046946,8.264388253578458,8.896994436945917,9.12330051771121,4.455688351977475,8.38860310935349,6.082482600253747
1.8602005182719705,3.711528426843229,8.854702493021774,7.797204650443593,2.125116861424179,9.243464234750705,9.191487565140967,8.07085019143117,8.682032025834634,2.8633597970711646,0.40046321575767263,5.2762406932411645
5.219030749355396,5.6702059106334275,6.361066338732854,4.32736981606762,0.8488118385007726,0.07736620958913809,8.41867142802821,2.0812594149971475,0.5882084293751011,9.555030525732423,7.226482351174461,3.7990852730106965
3.2531178420189812,6.8805232075471645,7.926346642207377,0.8129505935712666,2.0843980135166063,2.766232345102191,8.883354855207244,5.398389080350183,9.123206928670278,6.732086356673356,3.0255844475470814,5.414485355962979
5.513774813781343,5.993206154107674,0.44680219419606426,4.8131996311040135,6.916227898778509,0.7729933960050506,6.110763235315492,5.780345478829041,4.104072222107645,7.017792996680589,2.0542437260214386,5.776058365016107
0.05738874625970336,9.642054713241096,6.833660559788276,8.36847594692019,8.73623778774404,1.5067995743809481,9.620692282075602,2.0283265193703137,1.5674468909385653,8.94904575932528,9.154059070870147,5.283803989340296
2.9348767328390055,5.246935248712673,4.332751956292603,7.598555444026643,9.483650126469064,2.7822399999575422,6.493384056822908,4.971074438849355,3.7491961611679505,0.8946291902123304,1.1000882809621404,3.984576249708936
7.376959333549587,2.2432758471399006,4.022888300479105,4.796054369970726,6.689791001221033,7.373029554199219,1.83725185986369,6.04004659450726,8.818616428262567,0.9717218051487364,6.761385006773369,6.04971660329197
7.936187088503481,0.28777818280769973,3.907848071057649,3.9957032537876014,1.0323853774857294,3.3129873809231625,8.497881023993124,0.8406701829057828,3.450241577492,7.851473079962337,1.4900472562304123,3.841550721212166
0.8238895500184118,8.799791611432266,8.390620603106036,5.714423909317822,3.4252014749831314,7.25336643307931,2.7362587859232423,5.679663058563866,7.627931028205519,7.068849844421718,0.6785194868922706,4.954747876222736
9.290345265090838,1.8528637052678287,4.7362771420252425,3.365938714242337,8.650908501498037,8.516196142656943,6.638909457556263,7.510678016581329,8.812475311447011,1.4558693504096554,9.011384369615627,7.5503109484457624
9.303842393992172,4.866901124442182,9.619203228843693,0.24967895852957112,6.310628694793513,3.01859940289545,9.987329611045807,8.19358960749285,9.75901256675719,9.620423574084157,2.7256521575435566,6.9792972870708745
9.04316089197211,5.085067442992248,1.2280293048289115,4.679098363682388,5.837657017696479,5.391484681723718,6.417440643632084,1.1773852998865408,7.184376515753881,5.568063319784824,5.372843994745472,5.347879850360993
6.532574410979199,1.9708887989428991,4.630356132105092,7.002002489481542,4.506703053837184,1.0886432064835994,1.7701241960733571,1.9096030683322895,7.708970434500973,1.7188399152011469,0.45746648726223804,2.9875089240812027
4.1941910120913475,8.313255666962277,6.546464109634531,8.884638916622748,4.319119432506601,6.419995056924277,1.266896302606968,4.68576964832153,8.200961098589653,3.724105317893247,5.5883998454580555,6.140186676458754
6.945664126319779,8.577471043098154,1.773324160551315,5.65592665489603,3.5376128353827196,7.038626930095497,2.5461312115099455,5.94779240870025,6.713888503100644,1.2620275808097292,3.442576451113678,4.62842910857376
4.270945624357005,4.744813247589321,5.261676593345522,4.1137899049750875,0.8570121605996339,9.461469691446156,0.8517435827169539,6.1255460138339215,2.3066858804947743,9.873060027602556,3.8995329521939412,4.32347165579468
